,Script,Era
116075," Yes! Rohm-Dutt was with them, so they're obviously all in this together. ",Classic
97609," You were hijacked by the Kraals, Crayford. Nothing went wrong with your rocket, Crayford. You weren't even injured. Take off the eye patch and look for yourself. ",Classic
26768," Fella up there with 'em, name of Steven Regret. ",Classic
136681, Killed? ,Classic
64429, Doctor! Thank heavens you're all right. We found the car. Thought they'd got you. ,Classic
31023," Don't you see, Dyson? It could that they're afraid of radioactivity. ",Classic
79302," Oh, thank you.",Classic
45536, Sir. ,Classic
164297," Gwendoline, who does this remind you of?   Severe trauma. I could forgive her arranging those little trips to Java ",Classic
140972, I won't be a second. ,Classic
27838," Are you all right, Doctor? ",Classic
135645," No, he's operated the lock. ",Classic
149622, Have you ever tried asking the Doctor a question? ,Classic
19672," Oh, did he now? Well, if you notice, I have no beard. ",Classic
41347," It came from the sphere, I swear it. ",Classic
40049," No, I don't expect you did. You'll have to be a little more careful in future, won't you. Now, come along. We must go and see whether Jamie is all right. Come along.",Classic
131975, It created the confusion I wanted. ,Classic
150421," Oh, he said he'd done some operations that had turned her into a genius. ",Classic
118738, Yes? ,Classic
109196," We're through, Captain! It looks like a cavern or a tunnel or something. ",Classic
155163," No! No, look, I'm sorry, madam, I can't explain, but I have a feeling I am being manipulated, that the evidence is being distorted. ",Classic
76734, Varan fears nothing! ,Classic
109032, But you know what they're like. He's just setting us up for something worse. ,Classic
146776, Impossible! She must have died. ,Classic
102249, Thank you. So what do you want of me? ,Classic
59879, Wer sind diese Leute?  LÜ ,Classic
136752, You can't do that! ,Classic
37417," Oh, but surely that's unimportant. If ",Classic
8964, Then I can understand why there has been no call. ,Classic
66263, I was about to take him out and shoot him. ,Classic
49383," It's a possibility, isn't it. Jamie, what do you think? ",Classic
13046," Yes. Caesar Nero made it. The rebuilding of Rome. Let me see, where are we now? 64AD, July. Yes, of course. He sets fire to Rome. ",Classic
100899, I thought so. Didn't I say I thought that was it? I thought ,Classic
111248, But what is it? ,Classic
83911, I see. What do you intend to do? ,Classic
17453," Of course it was. You saw me open it myself. The Monk thought he was in here, too. ",Classic
112844," Come on.   Kimus, I want you to do something very important for me. ",Classic
7855," Oh, he's improving, but he still seems to go back sometimes to that old state of confusion. ",Classic
132135," Will you, please, tell me why we're doing this? ",Classic
116363," By the powers that I hold, I shall learn the truth. But if the dryfoots are not found and sacrificed according to the Holy Ritual, then all my people will suffer the anger of Kroll! ",Classic
47856, There is little time. You know what you must do? ,Classic
158389," Boy, you sure get sore real quick. ",Classic
153910, Said enough? Said enough? I have a great deal more to say. ,Classic
97660," There's something ominous. Where are we, do you think? ",Classic
130510," Nearly, nearly, nearly. I thought that the Kinda ",Classic
23600, How much longer are the Huguenots to suffer these frequent violations of their rights? ,Classic
127, Shush!   Excuse me. ,Classic
68806, What is this? ,Classic
132671," Tell him, Lady Cranleigh, and why he's so interested in Ann. ",Classic
152417," This man you respect now conspires against me. His infidelity is bad enough, but his treason is unforgivable! ",Classic
159426, Fire. ,Classic
120167, I was with the Doctor when he found it. ,Classic
61589," Your appearance has changed before, it will change again. That is part of the sentence. ",Classic
67405, Dealt with it? You've ruined it! ,Classic
112906, What? ,Classic
102744, Xoanon! ,Classic
104395," Sit down, Doctor. The man knows these waters. ",Classic
135502," You must get to the Tardis and fit the element into place. If all goes well, we'll need to leave in a hurry. ",Classic
207," Yes, yes, ship. This doesn't roll along on wheels, you know. ",Classic
77865," You've got tanks there, sir? Over. ",Classic
128399, But the Tardis isn't supposed to do that. ,Classic
10854, Any messages from any other survivors? ,Classic
68330," Well, you're right about the castle bit. It used to be a fortress in the Middle Ages. ",Classic
15301," Shut up, both of you. There's no time for arguments.   Stay here and watch him, Dako, in case he recovers. ",Classic
24621," Nonsense. If the Refusian seeks to challenge me, I will accept it. ",Classic
155699, What are you doing in there? Don't you know how dangerous it is? ,Classic
108138, Gatherer Hade wishes to see you. ,Classic
2597, If it is night. We have no way of telling now. ,Classic
20580, Just a bit. ,Classic
70889, I want to know for certain ,Classic
105829," Well, if you had murdered Palmerdale, everything would have been so much simpler. Unfortunately, he was dead before he hit the ground. ",Classic
101358, Castellan. ,Classic
150714," Oscar, you must stop them. ",Classic
162352, You've sent that poor boy out to his death. ,Classic
83957, Hinks. At once. ,Classic
135853, We'll start with the telephone directory. ,Classic
164833," More than a thousand combinations an hour, with automatic negative checking. ",Classic
130700, Oh! ,Classic
12152," Course I'm right. Just because I lie on that bed all day doesn't mean I've lost the use of my brain. Help me to my room, please.",Classic
16948, We make our way back to my spaceship. ,Classic
131033," That's right. There was this man coming, an unhappy man, a native. ",Classic
70514," Doctor, why don't you give up? You've been working on that thing for simply ages. ",Classic
22358," Continuum stabiliser reading four, three, two, one, zero! ",Classic
147650, Tell them when. ,Classic
162156, And Bellboy? ,Classic
121223," Very handy, that machine of yours, Doctor. ",Classic
110430," Yes. Yes, well, this shielding'll make them suspicious if we stay out of sight too long. Let's go. ",Classic
519, Try. Try. I shall have to carry you. ,Classic
84136," Is it, indeed? I hadn't realised. I've been wanting to meet you for a long time. Your paper on DNA synthesis was quite remarkable for your age. ",Classic
31322," Now, my theory is that I can insert a laser ray in this ridge here. The ray spreads, fuses the opening device and gets us in. ",Classic
154353," Doctor, help me! ",Classic
23546," It's dawn, Monsieur. The tocsin's rung. Curfew's over. ",Classic
112154, What? ,Classic
84731," Phase three alert in central security area. Intruder believed to be in main block, dressed as milkman. Apprehend and detain. ",Classic
44892, I have to.,Classic
36513, Is it more gas? ,Classic
35633, Out. ,Classic
67439," There's precious little to joke about, Miss Grant. That thing is appallingly dangerous. ",Classic
124402, Twenty nine. Twenty eight. Twenty seven. Twenty six. ,Classic
110922, That has been incumbent upon every president since time immemorial. None has ever found it. ,Classic
135284, You did it! ,Classic
136587, And rare? ,Classic
115667, And it's definitely another ship? ,Classic
136274, I took it off. It wasn't necessary. ,Classic
136713, Do I? ,Classic
14723, Leave me alone! ,Classic
34348, This is the voice of Amdo. Hear me. Bow down your heads that Amdo may accept your sacrifice. Bow. Let no human eyes witness this awful moment. ,Classic
26199," Ah, but I insist on coming with you. ",Classic
35864," Oh nonsense. I haven't used it very much. It's   not very reliable, as you can see. ",Classic
95804, Getting his samples aboard preparatory to launching. ,Classic
52267," The thread's run out. Now, should we not go back? ",Classic
42876," We cannot be sentimental in this situation, Doctor. Our mission continues. We must all play our part. ",Classic
52366, But she's alive! ,Classic
19852, Shall he then be put to death? ,Classic
152469," Mister Jobel, I love you. I'm risking my own life talking to you like this. ",Classic
154824, Officiating at your execution. ,Classic
23155," I think I can find it now. Thank you, Nicholas. ",Classic
86322," How very interesting. You've been found guilty of looting. Under the authority vested in me by the Emergency Powers Act, I'm issuing an order that you'll be held in a military detention centre for the duration of the emergency. You will be handed over to the civil authorities for trial and sentence when time permits. Put them on the next transport for detention centre, will you? ",Classic
47413," Excuse me, may I say something? When I was in the pipe room a short while ago, I'm sure I heard a movement coming from inside the pipe. ",Classic
49505, They nearly did. ,Classic
126166," Hexagram nine. Hsiao Ch'u. The taming power of the small. Quote, if you are sincere, blood vanishes and fear gives way. ",Classic
95336, Sounds like the Brigadier. ,Classic
134881, Right. Skipper. ,Classic
135583, Yes. Talor and I found out by accident. ,Classic
16993, Trapped. Trapped.,Classic
125215, Negative coordinates. ,Classic
7413, Do you think I don't understand? Trust is a two-sided affair. ,Classic
147494, What does he say? ,Classic
52676, And it's people? ,Classic
55814," But if we surrender the Doctor and Zoe, we ourselves will be killed. ",Classic
