"","Character","Script","Script_lemm"
"28758","DOCTOR1"," I shall connect the cable myself. ","shall connect cable"
"28760","DOCTOR1"," That is a risk we have to take. ","risk take"
"28762","DOCTOR1"," I beg your pardon, young man? ","beg pardon young man"
"28768","DOCTOR1"," I shall allow it to come within twenty feet, so don't be alarmed, my friend.   Now wait for it! Until he's in the area! Wait, wait! ","shall allow come within twenty foot alarm friend wait area wait wait"
"28770","DOCTOR1"," Not yet, not yet!   Now! ","yet yet"
"28775","DOCTOR1"," I want you to remain up here, Sir Charles, until I give the signal. ","want remain sir charles give signal"
"28777","DOCTOR1"," Ah, temper, temper.   Switch off, Sir Charles! ","temper temper switch sir charles"
"28779","DOCTOR1"," Well, to coin a phrase, Sir Charles, I neutralised it. Quite a harmless looking fellow, don't you think? We must find a way to get it down to Covent Garden. ","well coin phrase sir charles neutralise quite harmless look fellow think must find way get covent garden"
"28787","DOCTOR1"," Well, I think that's about all, gentlemen. ","well think gentleman"
"28789","DOCTOR1"," I've made an important readjustment to aid and change the purpose of this machine. ","make important readjustment aid change purpose machine"
"28791","DOCTOR1"," Well, you could say that, of course, yes. I hope it will carry out a special programme that I've fed into it. ","well could say course yes hope carry special programme fed"
"28793","DOCTOR1"," Well, my dear Sir Charles, we can soon find that out, can't we? Would you mind just standing back for a moment? Now, my dear Ben, just carry out what I've asked you to do.   It's quite safe, gentlemen. ","well dear sir charles soon find would mind stand back moment dear ben carry ask quite safe gentleman"
"28795","DOCTOR1"," Well, it all started at that Tower. ","well start tower"
"28797","DOCTOR1"," Yes, in Brett's office. And I think it will probably end there.","yes brett office think probably end"
"28799","DOCTOR1"," Well, I'm afraid we can't check up on that now, my boy. My machine has to face WOTAN before noon! ","well afraid check boy machine face wotan noon"
"28801","DOCTOR1"," No, no, no, you can't. You won't be able! Oh, you foolish boy! ","able foolish boy"
"28807","DOCTOR1"," Well, it will be like the crossing of two electrical currents. My machine has to face up to Brett's computer, WOTAN. ","well like cross two electrical current machine face brett computer wotan"
"28809","DOCTOR1"," Well, those people that have been under some form of hypnosis will return to their normal selves.","well people form hypnosis return normal self"
"28829","DOCTOR1"," There's nothing you can do for the poor fellow. ","nothing poor fellow"
"28831","DOCTOR1"," All immobilised, Sir Charles, waiting for orders. Orders that will never come! ","immobilised sir charles wait order order never come"
"28837","DOCTOR1"," There you are, my child. It's nice to see you so well again. And you, my boy, away from that wretched tower. ","child nice see well boy away wretched tower"
"28839","DOCTOR1"," Oh, yes, I've been waiting around here for her. Where is she? I very nearly left without her. ","yes wait around nearly leave without"
"28841","DOCTOR1"," Yes, er, to the airport, yes. She is well, I hope? ","yes airport yes well hope"
"28843","DOCTOR1"," Her love? Oh, there's gratitude for you. Take her all the way around the world, through space and time, and then ","love gratitude take way around world space time"
"28845","DOCTOR1"," Er, what? I, er, nothing, my dear boy, nothing. Now, I think you both want to get away, don't you? Thank you, Polly, very much. Thank you, Ben. ","nothing dear boy nothing think want get away thank polly much thank ben"
"28847","DOCTOR1"," Goodbye. Run along, enjoy yourselves. Yes. ","goodbye run along enjoy yes"
"28862","DOCTOR1"," How dare you follow me into the Tardis! ","dare follow tardis"
"28864","DOCTOR1"," The Tardis, sir! This is a vessel for travelling through time and space! Why did you follow me? ","tardis sir vessel travel time space follow"
"28867","DOCTOR1"," And stand back from those controls. Those controls are used for dematerialising. ","stand back control control use dematerialise"
"28869","DOCTOR1"," You and this young lady are experiencing it. You are now travelling through time and space. ","young lady experience travelling time space"
"28871","DOCTOR1"," Young man, it's going to be a long time before you see your ship again. ","young man go long time see ship"
"28874","DOCTOR1"," I don't know. That's the cause of half my troubles through my journeys. I never know. ","know cause half trouble journey never know"
"28876","DOCTOR1"," I have no control over where I land. Neither can I choose the period in which I land in. Oh, now, you see that scanner? That is what I call a scanner up there. We get a very good view of the outside.   Ah, yes. I think we've landed in some sort of caves. ","control land neither choose period land see scanner call scanner get good view outside yes think land sort cave"
"28878","DOCTOR1"," Wait, wait, wait, young man, we don't know where we are. We don't know if it's safe or what period we're in. ","wait wait wait young man know know safe period"
"28880","DOCTOR1"," Yes, I think it's quite normal. Yes, the temperature's all right. Well, I think you can leave, but watch your step. ","yes think quite normal yes temperature right well think leave watch step"
"28882","DOCTOR1"," Oh dear, all this distraction. And I really thought I was going to be alone again. ","dear distraction really think go alone"
"28886","DOCTOR1"," I never leave it unlocked, my boy. ","never leave unlocked boy"
"28888","DOCTOR1"," I'm not going to take you back to London in the Tardis. ","go take back london tardis"
"28890","DOCTOR1"," My dear young man. ","dear young man"
"28892","DOCTOR1"," Well, I suppose I shall have to chase after them. Quite incapable of looking after themselves. ","well suppose shall chase quite incapable look"
"28897","DOCTOR1"," Yes, I wonder. Yes, I wonder. ","yes wonder yes wonder"
"28906","DOCTOR1"," Oh yes, yes! You may know where you are, my dears, but not when. Oh, I can foresee oodles of trouble.   Oh dear, I suppose I'd better follow them. See that they don't get into any harm. ","yes yes may know dear foresee oodles trouble dear suppose well follow see get harm"
"28910","DOCTOR1"," We can't be too sure, my boy. ","sure boy"
"28912","DOCTOR1"," Oh, good gracious, most of them have been standing there for centuries. ","good gracious stand century"
"28915","DOCTOR1"," Oh, talk on the train, child. ","talk train child"
"28918","DOCTOR1"," Well, there doesn't seem to appear any Victorian restoration. I think it could be any time after the 16th century. ","well seem appear victorian restoration think could time 16th century"
"28920","DOCTOR1"," Well I don't think so, somehow. ","well think somehow"
"28924","DOCTOR1"," Well, we stopped aside, sir, on our journey to walk along the cliffs and unfortunately we got lost. ","well stop aside sir journey walk along cliff unfortunately get lose"
"28926","DOCTOR1"," No, no. We don't come from this part of the country. ","come part country"
"28928","DOCTOR1"," No, just the three of us. You see, we are travellers looking for shelter. ","three see traveller look shelter"
"28930","DOCTOR1"," No, sir. Not by sea. ","sir sea"
"28935","DOCTOR1"," Yes, I'm afraid you're going to lose your bet, young man. That gentleman comes from the seventeenth century. ","yes afraid go lose bet young man gentleman come seventeenth century"
"28939","DOCTOR1"," No, we don't touch it. I wonder if you could direct us to the nearest inn. We seek shelter. ","touch wonder could direct near inn seek shelter"
"28941","DOCTOR1"," No, I don't think we've met before, no.","think meet"
"28946","DOCTOR1"," Ah, Ben, Ben, Ben. No, sir, we met nobody and saw nothing. Are you, er, expecting some friends? ","ben ben ben sir meet nobody saw nothing expect friend"
"28950","DOCTOR1"," And you are expecting this Avery? ","expect avery"
"28956","DOCTOR1"," You appear to be afraid, sir. Can we help? ","appear afraid sir help"
"28960","DOCTOR1"," Oh your hand, sir. Are you in pain? ","hand sir pain"
"28962","DOCTOR1"," Dislocated. ","dislocate"
"28964","DOCTOR1"," Oh 'tis naught, 'tis naught, my dear chap. Have another drink. We must be on our way. Goodbye. ","ti naught tis naught dear chap another drink must way goodbye"
"28969","DOCTOR1"," Ah, yes, of course, I remember now. Yes, yes, yes. We have to wait until the tide recedes.","yes course remember yes yes yes wait tide recedes"
"28971","DOCTOR1"," We could, of course, stay, if you wish. ","could course stay wish"
"28975","DOCTOR1"," Well, thank you for your diligence, sir, and, the kindness of your ","well thank diligence sir kindness"
"28977","DOCTOR1"," Thank you. Thank you. ","thank thank"
"28979","DOCTOR1"," Yes. We only need shelter for the night. ","yes need shelter night"
"28981","DOCTOR1"," Thank you. Goodbye. ","thank goodbye"
"28983","DOCTOR1"," But what to? What's the purpose, sir? ","purpose sir"
"28987","DOCTOR1"," Thank you. Thank you indeed. And I think that's going to be all right now. Yes. Goodbye, sir, goodbye. Come along. ","thank thank indeed think go right yes goodbye sir goodbye come along"
"29001","DOCTOR1"," You're the landlord, I presume, hmm? ","landlord presume hmm"
